date,category,type,amount,description,payment_method
2023-11-18,Moradia,despesa,566.22,Moradia — transação automática,Pix
2024-06-29,Salário,receita,21742.31,Salário — transação automática [ANOMALIA INJETADA],Débito
2023-03-01,Transporte,despesa,23.93,Transporte — transação automática,Transferência
2024-11-29,Freelance,receita,3356.32,Freelance — transação automática,Transferência
2024-07-14,Bônus,receita,6932.03,Bônus — transação automática,Cartão de Crédito
2024-12-01,Manutenção,despesa,668.89,Manutenção — transação automática,Transferência
2023-10-28,Assinaturas,despesa,211.1,Assinaturas — transação automática,Transferência
2023-03-08,Lazer,despesa,482.89,Lazer — transação automática,Débito
2024-01-04,Rendimentos,receita,200.0,Rendimentos — transação automática,Transferência
2023-10-20,Rendimentos,receita,4236.96,Rendimentos — transação automática,Boleto
2022-04-04,Alimentação,despesa,455.89,Alimentação — transação automática,Boleto
2023-07-31,Vestuário,despesa,342.86,Vestuário — transação automática,Pix
2024-05-23,Vestuário,despesa,456.47,Vestuário — transação automática,Boleto
2024-01-17,Moradia,despesa,597.96,Moradia — transação automática,Transferência
2023-08-03,Saúde,despesa,5.0,Saúde — transação automática,Débito
2023-02-12,Freelance,receita,3398.6,Freelance — transação automática,Transferência
2023-06-22,Bônus,receita,8609.22,Bônus — transação automática,Boleto
2022-02-20,Saúde,despesa,593.02,Saúde — transação automática,Boleto
2022-07-04,Impostos,despesa,304.55,Impostos — transação automática,Transferência
2024-09-27,Vestuário,despesa,707.25,Vestuário — transação automática,Transferência
2023-07-18,Manutenção,despesa,290.16,Manutenção — transação automática,Transferência
2023-06-07,Vestuário,despesa,655.99,Vestuário — transação automática,Cartão de Crédito
2024-11-05,Impostos,despesa,523.12,Impostos — transação automática,Pix
2024-12-06,Bônus,receita,6139.01,Bônus — transação automática,Cartão de Crédito
2024-05-16,Bônus,receita,3149.8,Bônus — transação automática,Débito
2024-04-03,Manutenção,despesa,345.09,Manutenção — transação automática,Transferência
2022-12-06,Educação,despesa,331.2,Educação — transação automática,Débito
2024-10-13,Vestuário,despesa,454.71,Vestuário — transação automática,Boleto
2023-07-07,Moradia,despesa,5.0,Moradia — transação automática,Transferência
2023-06-04,Impostos,despesa,414.32,Impostos — transação automática,Boleto
2022-06-25,Bônus,receita,1474.93,Bônus — transação automática,Boleto
2023-10-13,Manutenção,despesa,95.42,Manutenção — transação automática,Boleto
2022-01-30,Lazer,despesa,153.18,Lazer — transação automática,Pix
2024-12-06,Transporte,despesa,482.11,Transporte — transação automática,Boleto
2022-07-23,Rendimentos,receita,4003.18,Rendimentos — transação automática,Cartão de Crédito
2023-10-28,Manutenção,despesa,292.02,Manutenção — transação automática,Transferência
2022-01-16,Saúde,despesa,143.21,Saúde — transação automática,Boleto
2024-05-16,Rendimentos,receita,3624.16,Rendimentos — transação automática,Cartão de Crédito
2022-01-22,Freelance,receita,2327.76,Freelance — transação automática,Transferência
2024-07-14,Assinaturas,despesa,212.34,Assinaturas — transação automática,Cartão de Crédito
2024-02-18,Freelance,receita,4768.84,Freelance — transação automática,Pix
2022-03-01,Salário,receita,963.64,Salário — transação automática,Cartão de Crédito
2022-01-01,Moradia,despesa,193.48,Moradia — transação automática,Pix
2022-02-20,Lazer,despesa,219.68,Lazer — transação automática,Débito
2023-11-11,Assinaturas,despesa,210.8,Assinaturas — transação automática,Pix
2023-01-22,Saúde,despesa,107.5,Saúde — transação automática,Transferência
2023-12-07,Impostos,despesa,933.44,Impostos — transação automática,Pix
2023-06-02,Vestuário,despesa,613.86,Vestuário — transação automática,Pix
2022-12-30,Vestuário,despesa,151.76,Vestuário — transação automática,Cartão de Crédito
2022-04-23,Transporte,despesa,293.32,Transporte — transação automática,Débito
2023-11-04,Impostos,despesa,190.96,Impostos — transação automática,Boleto
2022-04-26,Bônus,receita,4752.86,Bônus — transação automática,Transferência
2022-07-26,Freelance,receita,5982.21,Freelance — transação automática,Pix
2022-10-21,Transporte,despesa,214.01,Transporte — transação automática,Cartão de Crédito
2024-06-17,Freelance,receita,5779.4,Freelance — transação automática,Débito
2022-07-30,Impostos,despesa,471.59,Impostos — transação automática,Cartão de Crédito
2022-11-07,Assinaturas,despesa,290.84,Assinaturas — transação automática,Boleto
2022-07-13,Rendimentos,receita,5285.76,Rendimentos — transação automática,Transferência
2024-10-13,Bônus,receita,6545.82,Bônus — transação automática,Cartão de Crédito
2023-09-29,Alimentação,despesa,469.67,Alimentação — transação automática,Cartão de Crédito
2022-12-06,Freelance,receita,4149.84,Freelance — transação automática,Transferência
2022-04-29,Bônus,receita,6294.51,Bônus — transação automática,Pix
2024-09-26,Rendimentos,receita,1615.66,Rendimentos — transação automática,Cartão de Crédito
2024-02-24,Bônus,receita,7363.3,Bônus — transação automática,Boleto
2023-02-23,Lazer,despesa,677.81,Lazer — transação automática,Pix
2024-03-02,Moradia,despesa,56.78,Moradia — transação automática,Transferência
2024-06-25,Transporte,despesa,246.77,Transporte — transação automática,Pix
2023-04-16,Bônus,receita,3177.87,Bônus — transação automática,Cartão de Crédito
2024-09-19,Moradia,despesa,363.49,Moradia — transação automática,Débito
2022-12-03,Saúde,despesa,250.69,Saúde — transação automática,Boleto
2023-09-10,Manutenção,despesa,502.44,Manutenção — transação automática,Transferência
2024-11-15,Alimentação,despesa,618.73,Alimentação — transação automática,Transferência
2022-10-08,Bônus,receita,3986.92,Bônus — transação automática,Débito
2024-04-17,Manutenção,despesa,771.9,Manutenção — transação automática,Pix
2023-05-25,Educação,despesa,62.51,Educação — transação automática,Pix
2022-10-15,Bônus,receita,1862.41,Bônus — transação automática,Pix
2024-02-07,Freelance,receita,3492.38,Freelance — transação automática,Boleto
2023-08-27,Rendimentos,receita,5174.47,Rendimentos — transação automática,Cartão de Crédito
2024-08-05,Educação,despesa,230.39,Educação — transação automática,Transferência
2022-02-15,Assinaturas,despesa,733.68,Assinaturas — transação automática,Transferência
2024-06-06,Assinaturas,despesa,186.3,Assinaturas — transação automática,Débito
2023-08-08,Manutenção,despesa,482.92,Manutenção — transação automática,Pix
2023-06-16,Transporte,despesa,447.9,Transporte — transação automática,Boleto
2023-01-15,Manutenção,despesa,618.97,Manutenção — transação automática,Cartão de Crédito
2022-02-14,Saúde,despesa,571.42,Saúde — transação automática,Cartão de Crédito
2024-07-21,Moradia,despesa,340.86,Moradia — transação automática,Cartão de Crédito
2023-09-24,Transporte,despesa,629.28,Transporte — transação automática,Cartão de Crédito
2024-11-05,Freelance,receita,2062.17,Freelance — transação automática,Débito
2023-03-15,Salário,receita,2029.99,Salário — transação automática,Cartão de Crédito
2022-12-07,Vestuário,despesa,239.46,Vestuário — transação automática,Cartão de Crédito
2022-04-09,Assinaturas,despesa,40.26,Assinaturas — transação automática,Boleto
2022-02-03,Lazer,despesa,276.79,Lazer — transação automática,Cartão de Crédito
2024-12-30,Saúde,despesa,717.57,Saúde — transação automática,Transferência
2022-12-26,Rendimentos,receita,3638.94,Rendimentos — transação automática,Transferência
2024-11-05,Alimentação,despesa,306.87,Alimentação — transação automática,Transferência
2022-08-18,Freelance,receita,3579.49,Freelance — transação automática,Débito
2024-04-13,Impostos,despesa,537.5,Impostos — transação automática,Pix
2022-05-22,Lazer,despesa,610.14,Lazer — transação automática,Boleto
2022-11-04,Manutenção,despesa,261.96,Manutenção — transação automática,Cartão de Crédito
2022-01-26,Salário,receita,6942.98,Salário — transação automática,Boleto
2023-02-11,Assinaturas,despesa,42.46,Assinaturas — transação automática,Cartão de Crédito
2022-10-16,Transporte,despesa,667.43,Transporte — transação automática,Cartão de Crédito
2022-01-22,Transporte,despesa,463.04,Transporte — transação automática,Pix
2022-12-22,Lazer,despesa,400.95,Lazer — transação automática,Boleto
2023-01-05,Transporte,despesa,357.09,Transporte — transação automática,Pix
2024-03-26,Lazer,despesa,362.5,Lazer — transação automática,Boleto
2024-04-19,Rendimentos,receita,3153.03,Rendimentos — transação automática,Pix
2024-11-04,Manutenção,despesa,5.0,Manutenção — transação automática,Transferência
2023-12-02,Educação,despesa,426.07,Educação — transação automática,Cartão de Crédito
2022-01-24,Educação,despesa,716.9,Educação — transação automática,Débito
2023-10-16,Lazer,despesa,480.77,Lazer — transação automática,Débito
2023-12-01,Bônus,receita,3567.52,Bônus — transação automática,Boleto
2023-07-17,Transporte,despesa,25.72,Transporte — transação automática,Transferência
2023-03-24,Transporte,despesa,546.39,Transporte — transação automática,Boleto
2022-05-20,Vestuário,despesa,148.38,Vestuário — transação automática,Cartão de Crédito
2023-06-12,Vestuário,despesa,351.6,Vestuário — transação automática,Boleto
2022-01-28,Alimentação,despesa,639.15,Alimentação — transação automática,Débito
2022-08-15,Vestuário,despesa,366.19,Vestuário — transação automática,Cartão de Crédito
2024-01-09,Educação,despesa,310.43,Educação — transação automática,Débito
2022-07-02,Lazer,despesa,116.18,Lazer — transação automática,Débito
2022-05-24,Assinaturas,despesa,200.03,Assinaturas — transação automática,Transferência
2023-03-12,Vestuário,despesa,1115.55,Vestuário — transação automática,Pix
2024-12-14,Bônus,receita,4155.2,Bônus — transação automática,Débito
2022-09-23,Vestuário,despesa,149.48,Vestuário — transação automática,Pix
2024-10-08,Moradia,despesa,516.61,Moradia — transação automática,Cartão de Crédito
2023-03-13,Rendimentos,receita,2381.63,Rendimentos — transação automática,Boleto
2023-10-25,Bônus,receita,4676.63,Bônus — transação automática,Transferência
2023-06-14,Transporte,despesa,229.58,Transporte — transação automática,Débito
2022-03-17,Vestuário,despesa,189.66,Vestuário — transação automática,Transferência
2024-04-30,Alimentação,despesa,93.68,Alimentação — transação automática,Transferência
2023-06-19,Rendimentos,receita,4169.92,Rendimentos — transação automática,Boleto
2022-09-04,Assinaturas,despesa,300.04,Assinaturas — transação automática,Transferência
2023-11-05,Salário,receita,6612.95,Salário — transação automática,Boleto
2022-08-19,Alimentação,despesa,552.53,Alimentação — transação automática,Débito
2022-10-31,Alimentação,despesa,216.0,Alimentação — transação automática,Débito
2023-09-11,Saúde,despesa,93.18,Saúde — transação automática,Pix
2024-06-06,Vestuário,despesa,397.95,Vestuário — transação automática,Pix
2023-06-03,Alimentação,despesa,807.86,Alimentação — transação automática,Boleto
2022-08-04,Manutenção,despesa,503.3,Manutenção — transação automática,Boleto
2024-07-27,Alimentação,despesa,614.88,Alimentação — transação automática,Boleto
2023-05-25,Manutenção,despesa,152.95,Manutenção — transação automática,Transferência
2024-07-17,Alimentação,despesa,200.28,Alimentação — transação automática,Cartão de Crédito
2024-12-12,Vestuário,despesa,486.18,Vestuário — transação automática,Cartão de Crédito
2024-07-31,Manutenção,despesa,452.7,Manutenção — transação automática,Boleto
2022-06-26,Alimentação,despesa,208.93,Alimentação — transação automática,Débito
2023-04-26,Transporte,despesa,775.88,Transporte — transação automática,Cartão de Crédito
